X,Timestamp,ID,GENDER,AGE,DATE_OF_BIRTH,NATIONALITY,COUNTRY_OF_RESIDENCE,ENGLISH_FIRST_LENGUAGE,IF_NOT_ENGLISH_SPECIFY,HIGHEST_LEVEL_EDUCATION,OCCUPATION,DOMINANT_HAND,DO_YOU_DRIVE,CURRENTLY_LEARNING_DRIVE,CURRENTLY_HOLD_LEARNING_DRIVER_PERMIT,CURRENTLY_HOLD_FULL_DRIVING_LICENSE,RECEIVE_FULL_DRIVING_LICENSE,AGE_STARTED_DRIVING,AVERAGE_KM_MILEAGE_PER_YEAR,HAVE_PENALTY_POINTS,PENALTY_POINTS_FOR_WHAT,COLLISIONS_LAST_TWO_YEARS,HOW_MANY_COLLISIONS_LAST_TWO_YEARS,HOW_SERIOUS_COLLISIONS,FOR_HOW_MANY_WERE_CULPABLE,EVER_SMOKED,SMOKE_CURRENTLY,HOW_MANY_YEARS_SMOKING,HOW_MANY_CIGARETTES_PER_WEEK,EVER_DRANK_ALCOHOL,DRINK_CURRENTLY,HOW_MANY_YEARS_DRINKING,HOW_MUCH_UNITS_OF_ALCOHOL_PER_WEEK,PREVIOUSLY_DIAGNOSED_HEALTH_CONDITION_REQUIRING_SIGNIFICANT_LIFESTYLE_CHANGES.,CONSIDER_YOURSELF_RISKTAKER,DEAL_WITH_RISK_AND_UNCERTANTLY_DAILY_BASIS,Admitting.that.your.tastes.are.different.from.those.of.a.friend,Going.camping.in.the.wilderness,Betting.a.day.s.income.at.the.horse.races,Investing.10..of.your.annual.income.in.a.moderate.growth.mutual.fund,Drinking.heavily.at.a.social.function,Taking.some.questionable.deductions.on.your.income.tax.return,Disagreeing.with.an.authority.figure.on.a.major.issue,Betting.a.day.s.income.at.a.high.stake.poker.game,Having.an.affair.with.a.married.man.woman,Passing.off.someone.else.s.work.as.your.own,Going.down.a.ski.run.that.is.beyond.your.ability,Investing.5..of.your.annual.income.in.a.very.speculative.stock,Going.whitewater.rafting.at.hight.water.in.the.spring,Betting.a.day.s.income.on.the.outcome.of.a.sporting.event,Engaging.in.unprotected.sex,Revealing.a.friend.s.secret.to.someone.else,Driving.a.car.without.wearing.a.seat.belt,Investing.10..of.your.annual.income.in.a.new.business.venture,Taking.a.skydiving.class,Riding.a.motorcycle.without.a.helmet,Choosing.a.career.that.you.truly.enjoy.over.a.more.secure.one,Speaking.your.mind.about.an.unpopular.issue.in.a.meeting.at.work,Sunbathing.without.sunscreen,Bungee.jumping.off.a.tall.bridge,Piloting.a.small.plane,Walking.home.alone.at.night.in.an.unsafe.area.of.town,Moving.to.a.city.far.away.from.your.extended.family,Starting.a.new.career.in.your.mid.thirties,Leaving.your.young.children.alone.at.home.while.running.an.errand,Not.returning.a.wallet.you.found.that.contains....200,I.plan.tasks.carefully,I.do.things.without.thinking,I.make.up.my.mind.quickly,I.am.happy.go.lucky,I.don.t..pay.attention.,I.have..racing..thoughts,I.plan.trips.well.ahead.of.time,I.am.self.controlled,I.concentrate.easily,I.save.regularly,I..squirm..at.plays.or.lectures,I.am.a.careful.thinker,I.plan.for.job.security,I.say.things.without.thinking,I.like.to.think.about.complex.problems,I.change.jobs,I.act..on.impulse.,I.get.easily.bored.when.solving.thought.problems,I.act.on.the.spur.of.the.moment,I.am.a.steady.thinker,I.change.residences,I.buy.things.on.impulse,I.can.only.think.about.one.thing.at.a.time,I.change.hobbies,I.spend.or.charge.more.than.I.earn,I.often.have.extraneous.thoughts.when.thinking,I.am.more.interested.in.the.present.than.the.future,I.am.restless.at.the.theater.or.lectures,I.like.puzzles,I.am.future.oriented
624,6/25/13 11:58,64284,Male,70,05/12/1943,Irish,Ireland,Yes,NA,Third Level (Honours degree),Teaching,Right handed,Yes,No,No,Yes,1964,21,10000,Yes,speeding,No,NA,NA,NA,Yes,No,40,105,Yes,Yes,50,NA,No,Yes,Yes,6,1,1,4,3,3,5,1,5,3,1,1,1,3,NA,2,3,1,1,1,4,3,2,1,1,1,3,NA,2,1,3,3,3,3,2,2,3,4,2,3,1,3,2,3,3,1,3,2,4,3,2,NA,1,3,1,2,3,3,3,3
625,6/25/13 12:07,64287,Male,69,1/18/44,Irish,Ireland,Yes,NA,Third Level (Cert/Diploma/General degree),Teaching,Right handed,Yes,NA,NA,Yes,1966,22,10000,No,NA,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,40,NA,Yes,No,No,7,1,1,2,7,1,7,1,1,1,1,1,1,1,NA,1,1,1,1,1,4,1,1,1,1,1,7,1,1,1,1,1,1,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,3,1,1,1,2,1,1,3
626,6/25/13 12:08,63047,Female,20,07/07/1992,American,USA,Yes,NA,Third Level (Cert/Diploma/General degree),Study & Research,Left handed,NA,No,No,Yes,2010,16,1000,No,NA,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,1,NA,NA,NA,NA,6,7,1,3,6,1,4,1,1,1,1,3,1,1,1,5,3,1,1,1,5,7,7,1,1,1,7,4,1,4,2,2,2,3,1,2,3,2,2,2,4,2,2,1,2,3,2,2,1,4,1,NA,1,3,1,3,2,4,2,1
627,6/25/13 12:13,64275,Female,27,03/05/1985,French,France,No,French,Fourth Level,NA,Right handed,Yes,No,No,Yes,2003,16,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,13,90,Yes,Yes,13,20,No,Yes,No,7,7,2,4,4,2,1,1,4,5,1,1,1,1,1,5,1,1,1,1,1,7,5,5,1,1,2,7,1,6,NA,2,3,1,1,2,2,3,4,4,1,3,1,2,2,2,3,2,4,2,2,NA,1,2,3,3,3,3,4,3
628,6/25/13 12:16,64274,Male,31,10/04/1981,French,France,No,French,Third Level (Cert/Diploma/General degree),Food Service,Right handed,Yes,No,No,Yes,1999,16,25000,Yes,speeding,No,NA,NA,NA,Yes,No,5,140,Yes,Yes,16,6,No,No,No,7,5,1,1,1,5,5,5,5,1,2,5,5,5,1,5,5,1,5,1,7,5,5,1,1,1,1,1,1,7,2,2,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,NA,3,3,2,2,2,3,2,2
629,6/25/13 12:21,64276,Male,30,2/20/83,French,France,No,French,Third Level (Cert/Diploma/General degree),NA,Right handed,Yes,No,No,Yes,2001,16,NA,No,NA,NA,NA,NA,NA,Yes,No,5,20,Yes,Yes,NA,2,No,No,NA,6,5,2,2,3,4,6,2,7,4,5,6,3,6,1,4,1,2,4,1,5,5,2,2,6,5,6,5,2,6,2,2,4,3,2,1,3,2,1,2,1,2,3,1,1,2,2,2,2,2,2,NA,3,1,1,3,3,1,4,3
630,6/25/13 12:36,63039,Female,40,05/04/1973,French,USA,Yes,NA,Third Level (Cert/Diploma/General degree),Banking,Right handed,Yes,No,No,Yes,1990,17,6000,No,NA,No,NA,NA,NA,Yes,No,NA,NA,Yes,No,NA,NA,Yes,No,Yes,7,4,1,5,1,1,4,1,1,1,1,1,1,1,1,6,1,1,1,1,6,7,5,1,1,2,4,6,6,1,1,1,3,2,1,4,1,2,1,2,1,1,1,1,1,2,2,1,2,1,2,NA,4,2,3,2,3,1,1,2
631,6/25/13 12:38,64277,Female,29,12/17/83,French,France,No,French,Third Level (Cert/Diploma/General degree),Marketing & ECommerce,Right handed,Yes,No,No,Yes,2003,18,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,Yes,No,0.2,NA,No,No,No,5,3,4,1,3,5,3,5,3,1,1,1,5,4,5,2,3,4,4,1,5,2,3,1,1,1,7,5,1,4,3,2,1,4,2,1,3,1,2,2,3,2,3,2,1,2,1,1,3,2,2,NA,1,2,1,2,3,3,2,3
632,6/25/13 12:46,64273,Male,20,5/31/93,Irish,Ireland,Yes,NA,Secondary (Leaving Cert),NA,Right handed,No,Yes,Yes,No,NA,18,NA,No,NA,NA,NA,NA,NA,No,No,NA,NA,Yes,Yes,NA,1,No,No,Yes,5,1,1,1,1,1,7,1,1,2,1,1,1,2,2,5,3,2,2,6,5,5,5,2,1,6,6,4,4,6,3,2,4,3,3,2,3,1,3,1,3,2,1,2,2,3,3,1,3,2,1,NA,1,2,1,3,2,3,2,2
633,6/25/13 12:55,64262,Male,18,1/14/95,Irish,Ireland,Yes,NA,Secondary (Inter/Junior Cert),Unemployed,Right handed,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,Yes,NA,NA,5,6,1,2,2,2,1,1,2,3,4,2,5,2,1,2,1,2,5,1,5,5,1,1,1,3,3,4,1,4,2,1,2,3,1,1,2,2,2,3,1,2,2,1,4,1,2,2,2,2,1,NA,1,3,1,1,2,3,4,2
634,6/25/13 13:03,43643,Female,29,05/05/1984,German,Germany,No,German,Third Level (Honours degree),Study & Research,Right handed,Yes,No,No,Yes,2004,20,10000,No,NA,NA,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,15,1.5,No,Yes,Yes,7,5,5,1,5,5,7,1,6,1,1,1,5,2,2,1,7,6,1,1,7,6,5,1,3,3,7,5,5,1,2,3,2,2,2,2,2,2,1,1,2,1,4,3,1,4,2,3,2,3,3,NA,2,3,2,2,4,1,3,2
635,6/25/13 13:07,48904,Male,44,7/26/68,Irish,Ireland,Yes,NA,Fourth Level,Accounting & Finance,Right handed,Yes,No,No,Yes,1991,17,6000,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,25,5,No,Yes,Yes,6,5,1,7,1,1,7,1,1,1,1,5,1,1,1,1,1,2,1,1,5,6,1,1,1,4,1,1,1,1,2,1,2,4,3,2,1,1,3,1,1,1,1,2,1,1,2,1,2,1,2,NA,1,4,1,3,2,1,1,1
636,6/25/13 13:10,64264,Male,30,5/17/83,Hungarian,Sweden,No,Hungarian,Third Level (Cert/Diploma/General degree),Engineering,Right handed,Yes,No,No,Yes,2001,NA,15000,No,NA,No,NA,NA,NA,Yes,No,2,20,Yes,Yes,15,15,No,Yes,No,5,6,1,4,7,6,6,4,2,1,7,2,3,2,5,5,1,1,2,2,3,5,3,1,6,5,6,4,1,5,2,2,3,2,1,3,1,2,3,1,NA,2,1,2,2,1,2,2,2,2,1,NA,2,2,1,3,2,1,1,2
637,6/25/13 13:11,64258,Male,47,11/04/1965,Irish,Ireland,Yes,NA,Third Level (Cert/Diploma/General degree),Office Work,Left handed,No,No,No,No,NA,NA,NA,No,NA,NA,NA,NA,NA,No,No,NA,NA,Yes,Yes,20,7,No,No,No,6,5,1,4,1,5,5,1,1,2,2,2,3,1,2,5,1,2,5,2,5,5,3,5,1,6,1,1,1,2,2,2,3,3,2,2,2,3,2,3,3,3,2,2,2,2,3,3,3,2,2,NA,3,3,3,3,3,2,2,2
638,6/25/13 13:14,64260,Male,29,12/22/83,Turkish,UK,No,Turkish,Fourth Level,Study & Research,Right handed,Yes,Yes,Yes,No,NA,29,100,NA,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,7,NA,No,No,No,5,7,2,3,5,2,6,2,1,1,4,2,4,2,4,2,2,4,6,4,5,5,3,6,6,5,7,4,4,1,3,1,2,2,1,3,2,2,2,3,2,2,3,1,1,1,1,1,2,2,4,NA,2,2,1,3,2,2,1,3
639,6/25/13 13:26,64263,Female,46,06/04/1966,Irish,Ireland,Yes,NA,Fourth Level,Teaching,Left handed,Yes,No,NA,Yes,1984,17,5000,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,26,5.5,No,No,No,7,5,1,5,1,1,6,1,1,1,1,1,4,1,1,1,1,5,1,1,5,7,1,1,1,1,7,7,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,NA,2,3,2,2,2,1,1,2
640,6/25/13 13:52,64261,Male,78,5/13/35,Irish,Ireland,Yes,NA,Third Level (Cert/Diploma/General degree),Pensioner,Right handed,Yes,No,No,Yes,1950,18,10000,No,NA,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,20,4,Yes,No,Yes,3,1,1,1,1,3,7,1,1,2,1,2,1,1,5,4,1,1,1,3,5,6,1,1,1,5,3,1,1,1,3,2,3,3,3,3,2,3,3,1,1,3,3,3,2,1,2,2,2,3,1,NA,3,3,3,3,3,2,3,3
641,6/25/13 14:13,64170,Female,20,5/25/05,Irish,Ireland,Yes,NA,Third Level (Cert/Diploma/General degree),Study & Research,Right handed,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,7,21,Yes,Yes,7,NA,No,Yes,Yes,7,6,1,4,7,4,4,6,1,4,1,4,6,1,1,3,1,4,7,1,7,6,1,7,6,5,6,4,4,4,4,3,3,2,3,4,3,2,1,3,2,2,3,2,2,2,2,3,1,1,3,NA,1,3,2,3,3,2,2,2
642,6/25/13 14:17,64306,Female,23,9/27/89,Irish,Ireland,Yes,NA,Third Level (Honours degree),Computer & IT,Right handed,Yes,No,No,Yes,NA,17,NA,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,8,1,No,No,Yes,7,5,1,3,7,2,5,1,1,1,4,1,6,1,1,4,3,1,7,2,4,3,7,7,7,5,7,6,3,3,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,3,2,1,4,NA,1,2,1,1,1,1,1,1
643,6/25/13 14:21,64293,Male,32,9/30/80,Irish,Ireland,Yes,NA,Secondary (Inter/Junior Cert),Study & Research,Right handed,Yes,No,No,Yes,2007,22,8000,Yes,no nct,Yes,1,minor,0,Yes,Yes,15,35,Yes,Yes,16,10,No,Yes,Yes,5,3,6,4,7,4,5,6,5,6,3,4,3,6,5,6,1,5,3,1,5,1,4,3,2,5,6,7,3,5,1,3,3,2,1,3,2,2,3,4,2,2,1,1,1,2,3,2,3,2,2,NA,3,2,4,3,2,4,1,2
644,6/25/13 14:26,41314,Male,29,07/07/1983,Irish,Ireland,Yes,NA,Secondary (Leaving Cert),Public Safety & Security,Right handed,Yes,No,No,Yes,2008,19,15000,No,NA,Yes,1,Not very,0,No,No,NA,NA,Yes,Yes,12,5,No,Yes,No,7,7,4,1,7,4,7,7,1,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,5,4,4,3,4,4,4,4,1,4,3,4,4,3,4,4,2,4,4,1,1,4,NA,4,4,3,4,2,1,1,3
645,6/25/13 14:44,64403,Male,31,3/23/82,Italian,Ireland,No,Italian,Third Level (Cert/Diploma/General degree),Waiter/Waitress,Right handed,Yes,No,No,Yes,2000,18,100,No,NA,No,NA,NA,NA,Yes,No,2,NA,Yes,Yes,15,6,No,No,No,5,7,2,7,3,5,5,1,1,1,5,5,5,1,1,1,1,5,2,1,5,4,1,1,2,5,7,7,4,3,2,2,3,3,2,2,1,2,2,1,2,2,3,3,2,2,3,2,3,3,3,NA,3,3,3,3,3,3,2,1
646,6/25/13 15:01,64507,Male,30,8/15/83,English,Ireland,Yes,NA,Third Level (Cert/Diploma/General degree),Unemployed,Right handed,No,No,No,No,NA,23,NA,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,10,3,No,No,No,6,6,1,5,1,4,2,4,4,2,4,2,3,6,5,1,4,4,7,6,7,6,6,5,4,7,5,7,4,4,2,2,2,1,1,2,2,3,2,4,2,2,4,1,1,4,2,1,2,2,4,NA,2,2,4,4,1,4,1,3
647,6/25/13 15:14,64504,Female,52,1/16/61,Portuguese,Portugal,No,Portugeuse,Fourth Level,Natural Sciences,Right handed,Yes,No,No,Yes,1979,18,12000,No,NA,No,NA,NA,NA,Yes,No,25,NA,No,No,NA,NA,No,No,No,6,6,6,1,1,2,2,1,3,1,1,1,1,3,1,2,1,1,2,1,5,6,2,1,1,4,6,4,1,4,1,2,3,2,2,2,1,2,3,2,2,2,1,2,3,1,2,3,2,1,2,NA,3,2,1,2,2,1,3,2
648,6/25/13 15:22,64295,Male,32,10/28/80,Irish,Ireland,Yes,NA,Third Level (Honours degree),Engineering,Right handed,Yes,No,No,Yes,1999,19,20000,No,NA,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,13.5,10,No,Yes,No,5,5,1,5,4,5,5,1,1,1,1,1,4,1,4,2,1,1,5,1,3,5,1,5,3,3,7,7,1,1,3,2,3,3,2,2,2,1,2,1,2,2,2,2,4,2,2,2,2,2,2,NA,2,3,2,3,1,1,4,2
649,6/25/13 15:29,64591,Male,22,09/06/1990,Irish,Ireland,Yes,NA,Third Level (Honours degree),Study & Research,Right handed,Yes,No,No,Yes,2007,17,7000,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,5,4,No,Yes,Yes,6,3,5,7,7,2,7,7,4,3,3,2,6,5,5,3,1,5,6,1,NA,2,2,5,5,2,7,4,4,6,2,2,4,2,1,2,3,2,2,1,2,1,4,2,1,2,4,1,2,4,1,NA,1,2,1,4,2,1,1,1
650,6/25/13 15:54,64294,Female,32,12/05/1980,American,Ireland,Yes,NA,Fourth Level,Advertising,Right handed,Yes,No,No,Yes,2013,16,50,NA,NA,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,15,5,No,No,No,7,2,1,3,7,5,5,1,1,2,1,4,5,1,1,2,1,4,6,1,5,5,2,6,1,6,7,2,2,1,1,2,1,3,2,3,1,3,4,2,2,1,3,2,2,2,3,2,2,2,2,NA,1,2,1,4,2,2,2,1
651,6/25/13 15:54,64495,Male,18,06/08/1945,Irish,Ireland,Yes,NA,Secondary (Inter/Junior Cert),Study & Research,Right handed,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,Yes,NA,NA,NA,NA,No,No,5,1,1,6,3,5,4,5,2,4,1,6,1,1,1,2,3,5,6,2,4,4,5,6,7,3,6,5,3,7,3,2,1,NA,3,3,3,2,3,2,NA,2,3,4,1,3,3,2,3,2,NA,NA,2,4,1,NA,3,NA,3,3
652,6/26/13 09:29,471145,Female,12,6/21/00,Irish,England,Yes,NA,Primary,NA,Right handed,No,No,No,No,NA,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,No,No,NA,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,6/26/13 09:46,64404,Male,27,12/20/85,Italian,Ireland,No,Italian,Third Level (Cert/Diploma/General degree),Unemployed,Right handed,Yes,No,No,Yes,2004,18,20000,No,NA,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,NA,2,No,No,No,6,5,1,5,1,3,3,1,1,NA,NA,5,2,1,NA,1,1,NA,6,4,6,2,6,5,1,4,6,6,1,NA,2,2,3,3,2,2,2,3,1,2,1,2,2,2,1,3,2,3,NA,NA,2,NA,NA,3,3,2,2,3,2,2
654,6/26/13 09:50,64292,Female,25,11/16/87,Irish,Ireland,Yes,NA,Third Level (Honours degree),Computer & IT,Left handed,Yes,No,No,Yes,2008,17,NA,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,8,3,No,No,No,5,2,1,4,2,1,6,1,1,3,2,1,1,1,1,3,2,1,5,1,3,2,5,1,1,2,7,4,1,5,1,2,2,3,1,4,1,1,4,4,1,1,1,2,3,2,1,1,1,1,4,NA,2,1,2,1,1,4,4,1
655,6/26/13 09:52,64482,Male,18,08/02/1995,Irish,Ireland,Yes,NA,Secondary (Inter/Junior Cert),Study & Research,Right handed,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,Yes,Yes,1,2,No,No,No,5,7,2,6,1,2,3,1,1,1,2,3,4,6,2,2,3,1,1,2,7,4,3,2,4,2,6,5,1,1,2,2,2,2,4,2,3,2,1,2,4,2,3,3,1,1,3,3,1,1,2,NA,3,3,2,2,3,4,1,1
656,6/26/13 09:52,64283,Male,19,6/13/93,Irish,Ireland,Yes,NA,Secondary (Leaving Cert),Study & Research,Right handed,Yes,NA,Yes,NA,NA,19,3,NA,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,2,8,No,No,No,7,6,1,6,4,2,3,1,1,1,5,3,2,1,3,1,1,3,6,1,7,5,4,2,6,5,5,6,4,1,3,2,3,4,3,3,4,1,3,1,2,2,2,2,1,NA,2,1,3,3,2,NA,2,1,2,4,2,2,1,2
657,6/26/13 09:59,64311,Female,50,5/14/63,Irish,Ireland,Yes,NA,Third Level (Cert/Diploma/General degree),Study & Research,Right handed,Yes,No,No,Yes,2002,32,8000,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,32,2,No,No,No,5,5,1,3,1,1,6,1,1,1,1,2,1,1,1,1,1,2,5,1,7,4,1,1,2,1,7,7,1,1,3,2,3,3,2,3,3,3,3,2,2,4,3,2,2,3,3,2,2,3,2,NA,2,1,2,2,2,2,2,2
658,6/26/13 09:59,64466,Male,53,07/03/1959,Irish,Ireland,Yes,NA,Third Level (Honours degree),Pensioner,Right handed,Yes,No,No,Yes,1979,18,8000,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,30,4,Yes,Yes,No,7,5,2,5,3,3,6,3,5,6,5,3,6,4,3,3,6,5,5,5,5,7,6,5,6,6,5,5,3,2,3,2,3,3,2,4,2,2,2,1,2,2,2,2,1,3,3,1,3,2,2,NA,1,2,1,3,2,2,1,2
659,6/26/13 10:01,64309,Male,37,1/30/76,Irish,Ireland,Yes,NA,Third Level (Cert/Diploma/General degree),Health Care,Right handed,Yes,No,No,Yes,2000,25,35000,No,NA,No,NA,NA,NA,Yes,No,14,70,Yes,Yes,20,4,No,No,Yes,7,7,1,3,5,4,6,1,1,1,3,1,5,1,2,2,1,4,4,1,6,6,2,3,7,6,5,5,1,2,2,2,2,4,2,3,1,2,2,1,2,1,2,3,1,1,2,2,2,1,3,NA,3,4,1,4,2,1,1,1
660,6/26/13 10:04,64310,Male,21,4/15/92,Irish,Ireland,Yes,NA,Secondary (Leaving Cert),Study & Research,Left handed,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,Yes,Yes,4,2,No,Yes,No,7,7,1,5,5,3,6,1,1,1,3,2,4,1,1,3,2,2,7,1,6,7,1,7,4,7,7,2,1,1,2,3,3,4,3,3,3,3,4,NA,1,3,1,4,1,4,3,1,3,3,1,NA,1,1,1,2,2,1,1,2
661,6/26/13 10:06,64459,Female,25,4/14/85,Irish,Ireland,Yes,NA,Fourth Level,Sport & Well Being,Right handed,No,Yes,No,NA,NA,25,NA,No,NA,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,NA,6,No,Yes,No,7,7,1,4,7,2,3,1,1,1,3,1,7,1,3,2,1,1,6,1,7,7,5,5,6,5,6,6,1,4,3,2,3,3,3,2,2,2,3,2,4,1,1,4,1,2,3,2,3,3,1,NA,3,1,1,1,2,3,2,2
662,6/26/13 10:06,64308,Female,31,12/31/81,Brazilian,Ireland,No,Portuguese,Secondary (Leaving Cert),Office Work,Right handed,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,10,175,Yes,Yes,15,4,No,Yes,No,7,4,5,4,5,3,4,2,1,1,5,4,5,3,5,1,1,5,7,3,6,4,5,6,4,2,7,7,1,4,2,3,2,2,4,4,3,2,3,3,2,2,3,3,2,3,3,2,3,2,3,NA,1,3,1,4,3,2,1,2
663,6/26/13 10:11,64305,Female,24,5/14/89,Irish,Ireland,Yes,NA,Fourth Level,Teaching,Right handed,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,6,90,Yes,No,NA,NA,No,No,Yes,7,6,1,1,1,5,5,1,1,4,1,1,1,1,1,3,1,1,5,6,7,7,7,2,5,6,7,7,1,1,2,2,2,3,1,4,1,1,1,4,1,1,4,3,1,1,2,1,2,4,3,NA,1,4,3,4,3,1,2,1
664,6/26/13 10:12,64460,Male,22,12/01/1990,Irish,Ireland,Yes,NA,Secondary (Leaving Cert),Social Services,Right handed,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,6/26/13 10:23,64589,Male,54,7/23/58,Irish,Ireland,Yes,NA,Third Level (Cert/Diploma/General degree),Computer & IT,Right handed,Yes,NA,NA,Yes,1978,18,10000,No,NA,No,NA,NA,NA,No,NA,NA,NA,Yes,Yes,NA,11,No,No,No,7,5,4,5,2,5,6,1,3,2,1,4,1,4,2,2,2,2,5,1,4,6,5,1,4,3,3,1,2,6,2,2,3,3,2,3,2,2,3,2,2,2,1,2,2,1,2,3,2,2,1,NA,2,3,1,1,2,2,3,2
666,6/26/13 10:36,64307,Male,38,7/26/74,Irish,Ireland,Yes,NA,Fourth Level,Administration & Management,Right handed,Yes,No,No,Yes,1994,20,12000,No,NA,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,18,7,No,Yes,Yes,6,7,1,5,6,5,6,1,1,1,3,4,7,1,2,4,1,2,6,1,4,5,2,6,5,6,6,5,1,1,3,3,3,3,3,3,2,1,3,2,1,4,4,1,2,3,3,3,3,1,2,NA,2,3,1,3,2,3,4,3
667,6/26/13 10:41,64169,Female,20,12/22/92,Irish,Ireland,Yes,NA,Third Level (Cert/Diploma/General degree),Pharmaceutical,Right handed,No,No,No,No,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,Yes,4,NA,Yes,Yes,4,20,NA,NA,NA,6,7,3,3,5,5,3,4,2,2,3,3,7,3,4,4,1,3,5,1,5,5,5,5,5,5,6,5,3,4,1,2,2,2,2,3,1,2,3,2,2,3,3,2,2,1,2,2,2,3,1,NA,2,1,2,3,2,2,3,2
668,6/26/13 10:42,64291,Male,29,10/29/83,Irish,Ireland,Yes,NA,Secondary (Leaving Cert),Farming,Right handed,Yes,No,No,Yes,2006,21,NA,No,NA,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,11,20,No,No,No,7,3,1,1,5,1,3,5,1,1,6,1,6,2,2,2,1,1,6,1,6,5,6,6,5,3,5,5,1,2,4,2,3,3,2,3,4,3,4,3,4,3,4,2,3,2,3,3,2,4,2,NA,2,3,1,3,3,4,1,3
669,6/26/13 10:46,64177,Female,47,07/06/1965,Irish,Ireland,Yes,NA,Fourth Level,Librarian,Right handed,No,No,Yes,No,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,Yes,80,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,6/26/13 10:56,42053,Male,22,3/25/91,Irish,Ireland,Yes,NA,Third Level (Honours degree),NA,Right handed,Yes,No,No,Yes,NA,17,NA,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,5,2,No,No,No,6,5,1,5,4,3,4,1,2,2,1,2,2,1,3,2,1,2,2,1,7,6,3,3,2,4,5,5,3,2,3,2,3,3,2,2,3,2,2,3,2,2,3,3,1,2,3,1,3,2,2,NA,3,3,4,3,3,2,2,2
