X,Timestamp,ID,GENDER,AGE,DATE_OF_BIRTH,0TIO0LITY,COUNTRY_OF_RESIDENCE,ENGLISH_FIRST_LENGUAGE,IF_NOT_ENGLISH_SPECIFY,HIGHEST_LEVEL_EDUCATION,OCCUPATION,DOMI0NT_HAND,DO_YOU_DRIVE,CURRENTLY_LEARNING_DRIVE,CURRENTLY_HOLD_LEARNING_DRIVER_PERMIT,CURRENTLY_HOLD_FULL_DRIVING_LICENSE,RECEIVE_FULL_DRIVING_LICENSE,AGE_STARTED_DRIVING,AVERAGE_KM_MILEAGE_PER_YEAR,HAVE_PE0LTY_POINTS,PE0LTY_POINTS_FOR_WHAT,COLLISIONS_LAST_TWO_YEARS,HOW_MANY_COLLISIONS_LAST_TWO_YEARS,HOW_SERIOUS_COLLISIONS,FOR_HOW_MANY_WERE_CULPABLE,EVER_SMOKED,SMOKE_CURRENTLY,HOW_MANY_YEARS_SMOKING,HOW_MANY_CIGARETTES_PER_WEEK,EVER_DRANK_ALCOHOL,DRINK_CURRENTLY,HOW_MANY_YEARS_DRINKING,HOW_MUCH_UNITS_OF_ALCOHOL_PER_WEEK,PREVIOUSLY_DIAGNOSED_HEALTH_CONDITION_REQUIRING_SIGNIFICANT_LIFESTYLE_CHANGES.,CONSIDER_YOURSELF_RISKTAKER,DEAL_WITH_RISK_AND_UNCERTANTLY_DAILY_BASIS,Admitting.that.your.tastes.are.different.from.those.of.a.friend,Going.camping.in.the.wilderness,Betting.a.day.s.income.at.the.horse.races,Investing.10..of.your.annual.income.in.a.moderate.growth.mutual.fund,Drinking.heavily.at.a.social.function,Taking.some.questio0ble.deductions.on.your.income.tax.return,Disagreeing.with.an.authority.figure.on.a.major.issue,Betting.a.day.s.income.at.a.high.stake.poker.game,Having.an.affair.with.a.married.man.woman,Passing.off.someone.else.s.work.as.your.own,Going.down.a.ski.run.that.is.beyond.your.ability,Investing.5..of.your.annual.income.in.a.very.speculative.stock,Going.whitewater.rafting.at.hight.water.in.the.spring,Betting.a.day.s.income.on.the.outcome.of.a.sporting.event,Engaging.in.unprotected.sex,Revealing.a.friend.s.secret.to.someone.else,Driving.a.car.without.wearing.a.seat.belt,Investing.10..of.your.annual.income.in.a.new.business.venture,Taking.a.skydiving.class,Riding.a.motorcycle.without.a.helmet,Choosing.a.career.that.you.truly.enjoy.over.a.more.secure.one,Speaking.your.mind.about.an.unpopular.issue.in.a.meeting.at.work,Sunbathing.without.sunscreen,Bungee.jumping.off.a.tall.bridge,Piloting.a.small.plane,Walking.home.alone.at.night.in.an.unsafe.area.of.town,Moving.to.a.city.far.away.from.your.extended.family,Starting.a.new.career.in.your.mid.thirties,Leaving.your.young.children.alone.at.home.while.running.an.errand,Not.returning.a.wallet.you.found.that.contains....200,I.plan.tasks.carefully,I.do.things.without.thinking,I.make.up.my.mind.quickly,I.am.happy.go.lucky,I.don.t..pay.attention.,I.have..racing..thoughts,I.plan.trips.well.ahead.of.time,I.am.self.controlled,I.concentrate.easily,I.save.regularly,I..squirm..at.plays.or.lectures,I.am.a.careful.thinker,I.plan.for.job.security,I.say.things.without.thinking,I.like.to.think.about.complex.problems,I.change.jobs,I.act..on.impulse.,I.get.easily.bored.when.solving.thought.problems,I.act.on.the.spur.of.the.moment,I.am.a.steady.thinker,I.change.residences,I.buy.things.on.impulse,I.can.only.think.about.one.thing.at.a.time,I.change.hobbies,I.spend.or.charge.more.than.I.earn,I.often.have.extraneous.thoughts.when.thinking,I.am.more.interested.in.the.present.than.the.future,I.am.restless.at.the.theater.or.lectures,I.like.puzzles,I.am.future.oriented,BIS_Sum,BIS_Attention,BIS_Cog_Instability,BIS_Motor,BIS_Perseverance,BIS_self_control,BIS_Cog_Complexity,DOS_Ethical,DOS_Fin_Investment,DOS_Fin_Gambling,DOS_HealthSafety,DOS_Recreatio0l,DOS_Social,AGE_Precent_Smoking,AGE_Precent_Drinking
616,6/25/13 10:58,3215,Female,34,5/25/75,French,Ireland,No,French,Fourth Level,Lecturer,Right handed,No,No,No,No,0,0,0,0,0,0,0,0,0,Yes,No,0,0,Yes,Yes,15,4,No,No,No,7,6,4,2,3,5,6,5,4,2,2,1,5,6,6,4,1,5,6,1,5,5,3,5,5,4,6,4,2,3,3,1,2,1,1,3,2,3,3,3,2,3,2,2,3,2,2,1,2,3,2,0,2,2,1,2,3,1,2,2,0,10,7,0,8,15,12,20,8,15,18,29,33,34,19
617,6/25/13 11:11,63050,Female,21,3/25/92,English,England,Yes,0,Third Level (Cert/Diploma/General degree),Student,Right handed,Yes,No,No,Yes,2009,12,4000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,9.5,15,No,Yes,No,7,6,6,5,4,3,6,6,2,2,7,2,7,4,3,1,7,4,7,7,7,7,7,7,7,7,7,7,5,1,3,4,4,4,3,4,3,4,2,4,3,3,1,3,4,3,4,3,4,3,4,0,1,2,1,4,3,4,4,3,0,15,10,0,11,17,18,14,11,16,35,41,41,21,11.5
618,6/25/13 11:25,64281,Male,29,8/27/83,Irish,Sweden,Yes,0,Fourth Level,researcher - psychologist,Right handed,No,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,2,5,Yes,Yes,12,10,No,No,Yes,7,7,1,4,5,6,5,1,1,5,4,1,2,1,6,3,1,3,1,2,5,6,6,6,2,5,7,4,6,1,3,2,3,4,3,3,3,3,2,4,3,3,2,1,4,3,2,2,2,3,4,0,2,3,1,3,2,1,3,4,0,12,9,0,13,15,15,22,8,3,25,22,34,27,17
619,6/25/13 11:36,63051,Male,21,10/22/91,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),Student,Right handed,No,Yes,No,No,0,0,0,0,0,0,0,0,0,Yes,Yes,10,7,Yes,Yes,10,21,No,No,No,4,1,1,5,7,1,1,1,7,7,1,1,1,1,7,7,5,3,6,5,1,5,7,6,2,2,7,1,1,1,1,4,4,2,4,1,1,1,1,1,4,1,4,4,1,1,4,4,4,1,1,0,4,2,4,4,4,4,4,1,0,14,7,0,7,12,14,24,9,3,33,17,19,11,11
620,6/25/13 11:44,64280,Female,27,06/03/1986,German,UK,No,German,Fourth Level,biologist,Right handed,Yes,No,No,Yes,2004,18,0,No,0,No,0,0,0,Yes,No,0,4,Yes,Yes,12,8,No,No,Yes,7,7,1,3,3,4,5,2,6,4,3,3,1,2,2,3,2,3,2,2,5,6,6,3,2,5,7,6,5,4,3,2,2,2,3,1,3,2,3,3,0,3,2,2,3,1,2,1,2,3,3,0,2,2,1,2,2,1,3,3,0,0,5,0,9,15,12,26,9,5,20,18,36,27,15
621,6/25/13 11:47,64279,Male,25,1/24/88,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),production/media co-ordi0te,Right handed,No,No,Yes,No,0,0,0,0,0,0,0,0,0,Yes,No,0,0,Yes,Yes,7.5,2,No,No,No,7,4,2,2,2,1,5,2,1,1,2,1,3,2,3,1,1,2,4,1,6,6,4,3,1,1,3,5,1,1,4,2,2,2,2,2,3,3,2,2,3,2,3,2,3,1,2,1,2,2,1,0,2,3,1,2,3,4,2,2,0,13,7,0,6,17,11,6,5,6,12,17,32,25,17.5
622,6/25/13 11:50,64278,Female,28,9/30/84,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),social worker,Right handed,Yes,No,Yes,0,2007,0,30000,No,0,No,0,0,0,Yes,No,0,0,Yes,No,0,0,Yes,Yes,Yes,7,5,1,4,1,1,7,2,1,1,6,2,6,1,5,2,1,2,6,1,7,7,7,1,5,5,6,7,1,1,4,1,2,3,2,3,4,4,4,4,2,3,3,1,2,1,2,2,2,3,1,0,1,1,1,2,2,2,4,3,0,13,6,0,6,19,14,7,8,4,20,29,41,28,28
623,6/25/13 11:51,59601,Male,37,06/09/1976,Irish,Ireland,Yes,0,Third Level (Honours degree),Software Engineer,Right handed,Yes,No,No,Yes,2001,14,8000,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,18,10,No,Yes,Yes,3,6,6,5,6,3,5,5,1,3,5,4,5,3,4,5,2,3,5,2,5,5,5,5,5,5,3,3,3,5,3,2,1,3,1,2,2,3,2,3,2,3,2,3,1,0,4,2,3,2,3,0,0,2,1,2,3,4,3,2,0,11,6,0,0,16,12,20,12,14,24,31,24,37,19
624,6/25/13 11:58,64284,Male,70,05/12/1943,Irish,Ireland,Yes,0,Third Level (Honours degree),Retired Teacher,Right handed,Yes,No,No,Yes,1964,21,10000,Yes,speeding,No,0,0,0,Yes,No,40,105,Yes,Yes,50,0,No,Yes,Yes,6,1,1,4,3,3,5,1,5,3,1,1,1,3,0,2,3,1,1,1,4,3,2,1,1,1,3,0,2,1,2,3,3,3,2,2,2,1,3,2,1,2,3,3,2,1,3,2,4,2,2,0,1,3,1,2,3,3,2,2,0,11,7,0,6,13,11,16,6,5,0,6,0,30,20
625,6/25/13 12:07,64287,Male,69,1/18/44,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),retired teacher,Right handed,Yes,0,0,Yes,1966,22,10000,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,40,0,Yes,No,No,7,1,1,2,7,1,7,1,1,1,1,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,7,1,1,1,4,1,1,1,2,2,1,4,4,4,1,4,4,1,4,1,1,1,1,3,1,0,3,1,1,1,2,1,4,2,0,11,4,0,7,18,15,6,4,3,0,6,27,69,29
626,6/25/13 12:08,63047,Female,20,07/07/1992,American,USA,Yes,0,Third Level (Cert/Diploma/General degree),Student,Left handed,0,No,No,Yes,2010,16,1000,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,1,0,0,0,0,6,7,1,3,6,1,4,1,1,1,1,3,1,1,1,5,3,1,1,1,5,7,7,1,1,1,7,4,1,4,3,2,2,3,1,2,2,3,3,3,4,3,3,1,3,3,2,2,1,1,1,0,1,3,1,3,2,4,3,4,0,13,8,0,9,15,13,13,7,3,19,12,33,20,19
627,6/25/13 12:13,64275,Female,27,03/05/1985,French,France,No,French,Fourth Level,0,Right handed,Yes,No,No,Yes,2003,16,0,0,0,0,0,0,0,Yes,Yes,13,90,Yes,Yes,13,20,No,Yes,No,7,7,2,4,4,2,1,1,4,5,1,1,1,1,1,5,1,1,1,1,1,7,5,5,1,1,2,7,1,6,0,2,3,1,1,2,3,2,1,1,1,2,4,2,3,2,3,2,4,3,2,0,1,2,3,3,3,3,1,2,0,9,7,0,7,0,10,23,6,4,13,16,25,14,14
628,6/25/13 12:16,64274,Male,31,10/04/1981,French,France,No,French,Third Level (Cert/Diploma/General degree),restaurant director,Right handed,Yes,No,No,Yes,1999,16,25000,Yes,speeding,No,0,0,0,Yes,No,5,140,Yes,Yes,16,6,No,No,No,7,5,1,1,1,5,5,5,5,1,2,5,5,5,1,5,5,1,5,1,7,5,5,1,1,1,1,1,1,7,3,2,3,2,3,2,2,2,2,3,3,2,2,3,2,3,3,2,3,2,3,0,3,3,2,2,2,3,3,3,0,13,7,0,12,14,12,24,7,11,14,19,26,26,15
629,6/25/13 12:21,64276,Male,30,2/20/83,French,France,No,French,Third Level (Cert/Diploma/General degree),,Right handed,Yes,No,No,Yes,2001,16,0,No,0,0,0,0,0,Yes,No,5,20,Yes,Yes,0,2,No,No,0,6,5,2,2,3,4,6,2,7,4,5,6,3,6,1,4,1,2,4,1,5,5,2,2,6,5,6,5,2,6,3,2,4,3,2,1,2,3,4,3,1,3,2,1,4,2,2,2,2,3,2,0,3,1,1,3,3,1,1,2,0,11,5,0,9,14,13,27,10,10,13,25,33,25,30
630,6/25/13 12:36,63039,Female,40,05/04/1973,French,USA,Yes,0,Third Level (Cert/Diploma/General degree),Bank Ma0ger,Right handed,Yes,No,No,Yes,1990,17,6000,No,0,No,0,0,0,Yes,No,0,0,Yes,No,0,0,Yes,No,Yes,7,4,1,5,1,1,4,1,1,1,1,1,1,1,1,6,1,1,1,1,6,7,5,1,1,2,4,6,6,1,4,1,3,2,1,4,4,3,4,3,1,4,4,1,4,2,2,1,2,4,2,0,4,2,3,2,3,1,4,3,0,11,8,0,11,20,15,16,7,3,11,9,34,40,40
631,6/25/13 12:38,64277,Female,29,12/17/83,French,France,No,French,Third Level (Cert/Diploma/General degree),marketing director,Right handed,Yes,No,No,Yes,2003,18,0,0,0,No,0,0,0,No,No,0,0,Yes,No,0.2,0,No,No,No,5,3,4,1,3,5,3,5,3,1,1,1,5,4,5,2,3,4,4,1,5,2,3,1,1,1,7,5,1,4,2,2,1,4,2,1,2,4,3,3,3,3,2,2,4,2,1,1,3,3,2,0,1,2,1,2,3,3,3,2,0,14,5,0,7,15,14,16,6,13,16,15,27,29,28.8
632,6/25/13 12:46,64273,Male,20,5/31/93,Irish,Ireland,Yes,0,Secondary (Leaving Cert),0,Right handed,No,Yes,Yes,No,0,18,0,No,0,0,0,0,0,No,No,0,0,Yes,Yes,0,1,No,No,Yes,5,1,1,1,1,1,7,1,1,2,1,1,1,2,2,5,3,2,2,6,5,5,5,2,1,6,6,4,4,6,2,2,4,3,3,2,2,4,2,4,3,3,4,2,3,3,3,1,3,3,1,0,1,2,1,3,2,3,3,3,0,14,7,0,8,17,13,19,4,4,23,8,32,20,20
633,6/25/13 12:55,64262,Male,18,1/14/95,Irish,Ireland,Yes,0,Secondary (Inter/Junior Cert),none,Right handed,No,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,No,0,0,0,Yes,0,0,5,6,1,2,2,2,1,1,2,3,4,2,5,2,1,2,1,2,5,1,5,5,1,1,1,3,3,4,1,4,3,1,2,3,1,1,3,3,3,2,1,3,3,1,1,1,2,2,2,3,1,0,1,3,1,1,2,3,1,3,0,11,5,0,6,16,8,14,6,4,9,22,23,18,18
634,6/25/13 13:03,43643,Female,29,05/05/1984,German,Germany,No,German,Third Level (Honours degree),masters student/freelancer,Right handed,Yes,No,No,Yes,2004,20,10000,No,0,0,0,0,0,Yes,No,0,0,Yes,Yes,15,1.5,No,Yes,Yes,7,5,5,1,5,5,7,1,6,1,1,1,5,2,2,1,7,6,1,1,7,6,5,1,3,3,7,5,5,1,3,3,2,2,2,2,3,3,4,4,2,4,1,3,4,4,2,3,2,2,3,0,2,3,2,2,4,1,2,3,0,11,7,0,12,17,17,19,8,8,23,16,39,29,14
635,6/25/13 13:07,48904,Male,44,7/26/68,Irish,Ireland,Yes,0,Fourth Level,actuary,Right handed,Yes,No,No,Yes,1991,17,6000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,25,5,No,Yes,Yes,6,5,1,7,1,1,7,1,1,1,1,5,1,1,1,1,1,2,1,1,5,6,1,1,1,4,1,1,1,1,3,1,2,4,3,2,4,4,2,4,1,4,4,2,4,1,2,1,2,4,2,0,1,4,1,3,2,1,4,4,0,11,9,0,8,21,15,6,14,3,9,10,26,44,19
636,6/25/13 13:10,64264,Male,30,5/17/83,Hungarian,Sweden,No,Hungarian,Third Level (Cert/Diploma/General degree),engineer,Right handed,Yes,No,No,Yes,2001,0,15000,No,0,No,0,0,0,Yes,No,2,20,Yes,Yes,15,15,No,Yes,No,5,6,1,4,7,6,6,4,2,1,7,2,3,2,5,5,1,1,2,2,3,5,3,1,6,5,6,4,1,5,3,2,3,2,1,3,4,3,2,4,0,3,4,2,3,1,2,2,2,3,1,0,2,2,1,3,2,1,4,3,0,0,8,0,7,19,15,20,7,7,23,25,29,28,15
637,6/25/13 13:11,64258,Male,47,11/04/1965,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),Civil Servant,Left handed,No,No,No,No,0,0,0,No,0,0,0,0,0,No,No,0,0,Yes,Yes,20,7,No,No,No,6,5,1,4,1,5,5,1,1,2,2,2,3,1,2,5,1,2,5,2,5,5,3,5,1,6,1,1,1,2,3,2,3,3,2,2,3,2,3,2,3,2,3,2,3,2,3,3,3,3,2,0,3,3,3,3,3,2,3,3,0,13,8,0,10,15,14,16,8,3,15,21,23,47,27
638,6/25/13 13:14,64260,Male,29,12/22/83,Turkish,UK,No,Turkish,Fourth Level,PHD student,Right handed,Yes,Yes,Yes,No,0,29,100,0,0,No,0,0,0,No,No,0,0,Yes,Yes,7,0,No,No,No,5,7,2,3,5,2,6,2,1,1,4,2,4,2,4,2,2,4,6,4,5,5,3,6,6,5,7,4,4,1,2,1,2,2,1,3,3,3,3,2,2,3,2,1,4,1,1,1,2,3,4,0,2,2,1,3,2,2,4,2,0,11,8,0,9,14,13,11,9,6,23,33,32,29,22
639,6/25/13 13:26,64263,Female,46,06/04/1966,Irish,Ireland,Yes,0,Fourth Level,lecturer,Left handed,Yes,No,0,Yes,1984,17,5000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,26,5.5,No,No,No,7,5,1,5,1,1,6,1,1,1,1,1,4,1,1,1,1,5,1,1,5,7,1,1,1,1,7,7,1,1,4,2,2,2,2,2,4,3,3,3,1,3,3,2,4,2,2,2,2,3,2,0,2,3,2,2,2,1,4,3,0,10,7,0,9,19,15,6,11,3,6,13,39,46,20
640,6/25/13 13:52,64261,Male,78,5/13/35,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),retired,Right handed,Yes,No,No,Yes,1950,18,10000,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,20,4,Yes,No,Yes,3,1,1,1,1,3,7,1,1,2,1,2,1,1,5,4,1,1,1,3,5,6,1,1,1,5,3,1,1,1,2,2,3,3,3,3,3,2,2,4,1,2,2,3,3,1,2,2,2,2,1,0,3,3,3,3,3,2,2,2,0,10,9,0,7,14,14,12,4,3,16,6,25,78,58
641,6/25/13 14:13,64170,Female,20,5/25/05,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),Student,Right handed,No,No,No,0,0,0,0,0,0,0,0,0,0,Yes,Yes,7,21,Yes,Yes,7,0,No,Yes,Yes,7,6,1,4,7,4,4,6,1,4,1,4,6,1,1,3,1,4,7,1,7,6,1,7,6,5,6,4,4,4,1,3,3,2,3,4,2,3,4,2,2,3,2,2,3,2,2,3,1,4,3,0,1,3,2,3,3,2,3,3,0,15,10,0,9,13,14,20,12,8,16,33,34,13,13
642,6/25/13 14:17,64306,Female,23,9/27/89,Irish,Ireland,Yes,0,Third Level (Honours degree),technology consultant,Right handed,Yes,No,No,Yes,0,17,0,No,0,No,0,0,0,No,No,0,0,Yes,Yes,8,1,No,No,Yes,7,5,1,3,7,2,5,1,1,1,4,1,6,1,1,4,3,1,7,2,4,3,7,7,7,5,7,6,3,3,4,2,1,1,1,2,4,4,4,4,1,3,4,2,4,2,2,3,2,4,4,0,1,2,1,1,1,1,4,4,0,11,5,0,11,21,16,14,5,3,25,36,32,23,15
643,6/25/13 14:21,64293,Male,32,9/30/80,Irish,Ireland,Yes,0,Secondary (Inter/Junior Cert),student,Right handed,Yes,No,No,Yes,2007,22,8000,Yes,no nct,Yes,1,minor,0,Yes,Yes,15,35,Yes,Yes,16,10,No,Yes,Yes,5,3,6,4,7,4,5,6,5,6,3,4,3,6,5,6,1,5,3,1,5,1,4,3,2,5,6,7,3,5,4,3,3,2,1,3,3,3,2,1,2,3,4,1,4,2,3,2,3,3,2,0,3,2,4,3,2,4,4,3,0,12,8,0,10,18,13,29,13,18,23,17,29,17,16
644,6/25/13 14:26,41314,Male,29,07/07/1983,Irish,Ireland,Yes,0,Secondary (Leaving Cert),Soldier,Right handed,Yes,No,No,Yes,2008,19,15000,No,0,Yes,1,Not very,0,No,No,0,0,Yes,Yes,12,5,No,Yes,No,7,7,4,1,7,4,7,7,1,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,5,1,4,3,4,4,4,1,4,1,2,4,1,2,4,1,2,4,4,1,4,4,0,4,4,3,4,2,1,4,2,0,14,12,0,12,13,13,25,15,18,42,42,39,29,17
645,6/25/13 14:44,64403,Male,31,3/23/82,Italian,Ireland,No,Italian,Third Level (Cert/Diploma/General degree),Waiter,Right handed,Yes,No,No,Yes,2000,18,100,No,0,No,0,0,0,Yes,No,2,0,Yes,Yes,15,6,No,No,No,5,7,2,7,3,5,5,1,1,1,5,5,5,1,1,1,1,5,2,1,5,4,1,1,2,5,7,7,4,3,3,2,3,3,2,2,4,3,3,4,2,3,2,3,3,2,3,2,3,2,3,0,3,3,3,3,3,3,3,4,0,12,8,0,12,18,15,15,17,4,12,22,33,29,16
646,6/25/13 15:01,64507,Male,30,8/15/83,English,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),none,Right handed,No,No,No,No,0,23,0,No,0,No,0,0,0,No,No,0,0,Yes,Yes,10,3,No,No,No,6,6,1,5,1,4,2,4,4,2,4,2,3,6,5,1,4,4,7,6,7,6,6,5,4,7,5,7,4,4,3,2,2,1,1,2,3,2,3,1,2,3,1,1,4,4,2,1,2,3,4,0,2,2,4,4,1,4,4,2,0,13,8,0,12,13,11,19,11,11,29,29,33,30,20
647,6/25/13 15:14,64504,Female,52,1/16/61,Portuguese,Portugal,No,Portugeuse,Fourth Level,Biologist,Right handed,Yes,No,No,Yes,1979,18,12000,No,0,No,0,0,0,Yes,No,25,0,No,No,0,0,No,No,No,6,6,6,1,1,2,2,1,3,1,1,1,1,3,1,2,1,1,2,1,5,6,2,1,1,4,6,4,1,4,4,2,3,2,2,2,4,3,2,3,2,3,4,2,2,1,2,3,2,4,2,0,3,2,1,2,2,1,2,3,0,11,6,0,9,20,12,13,3,10,10,12,29,27,52
648,6/25/13 15:22,64295,Male,32,10/28/80,Irish,Ireland,Yes,0,Third Level (Honours degree),Electrical Engineer,Right handed,Yes,No,No,Yes,1999,19,20000,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,13.5,10,No,Yes,No,5,5,1,5,4,5,5,1,1,1,1,1,4,1,4,2,1,1,5,1,3,5,1,5,3,3,7,7,1,1,2,2,3,3,2,2,3,4,3,4,2,3,3,2,1,2,2,2,2,3,2,0,2,3,2,3,1,1,1,3,0,11,8,0,9,17,9,11,7,3,14,23,32,32,18.5
649,6/25/13 15:29,64591,Male,22,09/06/1990,Irish,Ireland,Yes,0,Third Level (Honours degree),intern,Right handed,Yes,No,No,Yes,2007,17,7000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,5,4,No,Yes,Yes,6,3,5,7,7,2,7,7,4,3,3,2,6,5,5,3,1,5,6,1,0,2,2,5,5,2,7,4,4,6,3,2,4,2,1,2,2,3,3,4,2,4,1,2,4,2,4,1,2,1,1,0,1,2,1,4,2,1,4,4,0,8,8,0,8,15,15,22,14,17,18,28,0,22,17
650,6/25/13 15:54,64294,Female,32,12/05/1980,American,Ireland,Yes,0,Fourth Level,advertising,Right handed,Yes,No,No,Yes,2013,16,50,0,0,No,0,0,0,Yes,No,0,0,Yes,Yes,15,5,No,No,No,7,2,1,3,7,5,5,1,1,2,1,4,5,1,1,2,1,4,6,1,5,5,2,6,1,6,7,2,2,1,4,2,1,3,2,3,4,2,1,3,2,4,2,2,3,2,3,2,2,3,2,0,1,2,1,4,2,2,3,4,0,10,9,0,9,18,13,13,11,3,18,21,31,32,17
651,6/25/13 15:54,64495,Male,18,06/08/1945,Irish,Ireland,Yes,0,Secondary (Inter/Junior Cert),Student,Right handed,No,0,0,0,0,0,0,0,0,0,0,0,0,No,No,0,0,Yes,0,0,0,0,No,No,5,1,1,6,3,5,4,5,2,4,1,6,1,1,1,2,3,5,6,2,4,4,5,6,7,3,6,5,3,7,2,2,1,0,3,3,2,3,2,3,0,3,2,4,4,3,3,2,3,3,0,0,2,4,1,0,3,0,2,2,0,0,0,0,0,16,14,23,17,7,17,22,28,18,18
652,6/26/13 09:29,471145,Female,12,6/21/00,Irish,England,Yes,0,Primary,0,Right handed,No,No,No,No,0,0,0,0,0,No,0,0,0,No,No,0,0,No,No,0,0,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
653,6/26/13 09:46,64404,Male,27,12/20/85,Italian,Ireland,No,Italian,Third Level (Cert/Diploma/General degree),unemployed,Right handed,Yes,No,No,Yes,2004,18,20000,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,0,2,No,No,No,6,5,1,5,1,3,3,1,1,0,0,5,2,1,0,1,1,0,6,4,6,2,6,5,1,4,6,6,1,0,3,2,3,3,2,2,3,2,4,3,1,3,3,2,4,3,2,3,0,0,2,0,0,3,3,2,2,3,3,3,0,0,7,0,0,16,15,0,0,3,0,0,29,27,27
654,6/26/13 09:50,64292,Female,25,11/16/87,Irish,Ireland,Yes,0,Third Level (Honours degree),Software Developer,Left handed,Yes,No,No,Yes,2008,17,0,No,0,No,0,0,0,No,No,0,0,Yes,Yes,8,3,No,No,No,5,2,1,4,2,1,6,1,1,3,2,1,1,1,1,3,2,1,5,1,3,2,5,1,1,2,7,4,1,5,4,2,2,3,1,4,4,4,1,1,1,4,4,2,2,2,1,1,1,4,4,0,2,1,2,1,1,4,1,4,0,11,6,0,12,22,6,14,6,3,13,12,27,25,17
655,6/26/13 09:52,64482,Male,18,08/02/1995,Irish,Ireland,Yes,0,Secondary (Inter/Junior Cert),Student,Right handed,No,No,No,0,0,0,0,0,0,0,0,0,0,No,No,0,0,Yes,Yes,1,2,No,No,No,5,7,2,6,1,2,3,1,1,1,2,3,4,6,2,2,3,1,1,2,7,4,3,2,4,2,6,5,1,1,3,2,2,2,4,2,2,3,4,3,4,3,2,3,4,1,3,3,1,4,2,0,3,3,2,2,3,4,4,4,0,20,7,0,10,16,17,8,10,9,13,20,30,18,17
656,6/26/13 09:52,64283,Male,19,6/13/93,Irish,Ireland,Yes,0,Secondary (Leaving Cert),student,Right handed,Yes,0,Yes,0,0,19,3,0,0,No,0,0,0,No,No,0,0,Yes,Yes,2,8,No,No,No,7,6,1,6,4,2,3,1,1,1,5,3,2,1,3,1,1,3,6,1,7,5,4,2,6,5,5,6,4,1,2,2,3,4,3,3,1,4,2,4,2,3,3,2,4,0,2,1,3,2,2,0,2,1,2,4,2,2,4,3,0,11,8,0,0,15,15,10,12,3,18,27,33,19,17
657,6/26/13 09:59,64311,Female,50,5/14/63,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),student,Right handed,Yes,No,No,Yes,2002,32,8000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,32,2,No,No,No,5,5,1,3,1,1,6,1,1,1,1,2,1,1,1,1,1,2,5,1,7,4,1,1,2,1,7,7,1,1,2,2,3,3,2,3,2,2,2,3,2,1,2,2,3,3,3,2,2,2,2,0,2,1,2,2,2,2,3,3,0,10,6,0,10,11,13,6,7,3,6,15,36,50,18
658,6/26/13 09:59,64466,Male,53,07/03/1959,Irish,Ireland,Yes,0,Third Level (Honours degree),retired,Right handed,Yes,No,No,Yes,1979,18,8000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,30,4,Yes,Yes,No,7,5,2,5,3,3,6,3,5,6,5,3,6,4,3,3,6,5,5,5,5,7,6,5,6,6,5,5,3,2,2,2,3,3,2,4,3,3,3,4,2,3,3,2,4,3,3,1,3,3,2,0,1,2,1,3,2,2,4,3,0,12,9,0,9,16,15,22,13,9,29,32,35,53,23
659,6/26/13 10:01,64309,Male,37,1/30/76,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),paramedic,Right handed,Yes,No,No,Yes,2000,25,35000,No,0,No,0,0,0,Yes,No,14,70,Yes,Yes,20,4,No,No,Yes,7,7,1,3,5,4,6,1,1,1,3,1,5,1,2,2,1,4,4,1,6,6,2,3,7,6,5,5,1,2,3,2,2,4,2,3,4,3,3,4,2,4,3,3,4,1,2,2,2,4,3,0,3,4,1,4,2,1,4,4,0,12,11,0,11,20,16,11,8,3,17,29,35,23,17
